address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Stanhope Gardens, London, SW7",SW7,2925,3375,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Kenway Road, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3
"Coleherne Road, London, UK, London, SW10",SW10,2925,3375,Long term,Furnished,Ask agent,Studio,,1.0,818 sq ft,0.3,3
"Cromwell Road, Kensington, London, SW5",SW5,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,2.0,716 sq ft,0.4,3
"Queens Gate, South Kensington, London, SW7",SW7,2925,3375,Long term,Furnished,Ask agent,Flat,2.0,1.0,702 sq ft,0.4,3
"Earl's Court Square, London, SW5",SW5,2925,3576,Long term,Furnished,Ask agent,Apartment,2.0,2.0,732 sq ft,0.3,3
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Earls Court Road, Earls Court, London, SW5",SW5,2925,3375,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,"1,025 sq ft",0.3,3
"Cheval Place, London, SW7",SW7,2950,3403,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Warwick Gardens, Kensington, London, W14",W14,2969,3425,Long term,Furnished,Ask agent,Flat,2.0,1.0,533 sq ft,0.4,3
"Courtfield Gardens,London,SW5",SW5,2990,0,Long term,Furnished,Ask agent,Flat,2.0,,Ask agent,0.3,3
"GLOUCESTER ROAD, London, SW7",SW7,2990,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,563 sq ft,0.4,3
"Old Brompton Road, London, SW5",SW5,2990,0,,Furnished,Ask agent,Flat,1.0,,Ask agent,0.3,3
"Shillingstone House, Russell Road, Kensington, W14",W14,2990,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Coleherne Road, 
Earls Court, SW10",SW10,2990,1380,Long term,Furnished,Ask agent,Terraced,1.0,1.0,Ask agent,0.3,3
"Old Brompton Road , Chelsea, SW5",SW5,2999,3460,Long term,Furnished,Ask agent,Flat,2.0,1.0,753 sq ft,0.3,3
"Old Brompton Road, London, SW7",SW7,2999,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Cornwall Gardens, 
South Kensington, SW7",SW7,3000,0,Long term,Furnished,Ask agent,Flat,2.0,1.0,593 sq ft,0.4,3
"Warwick Gaedens, London, W14",W14,3000,0,Long term,Furnished,Ask agent,Apartment,3.0,1.0,Ask agent,0.4,3
"Longridge Road,London,SW5",SW5,3000,3461,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3.0,2.0,Ask agent,0.4,3
"Warren House, 
Beckford Close, W14",W14,3000,3462,Long term,Furnished,Ask agent,Flat,2.0,2.0,937 sq ft,0.4,3
"Collingham Road, London, SW5",SW5,3000,0,,Furnished,Ask agent,Flat,1.0,,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,3012,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.4,3
"Old Brompton Road, Earls Court, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3
"Point West, South Kensington, London, SW7",SW7,3012,3475,Long term,Furnished,Ask agent,Flat,1.0,1.0,642 sq ft,0.3,3
"Philbeach Gardens, Earls Court, London, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Flat,2.0,1.0,588 sq ft,0.3,3
"Knaresborough Place, Earls Court, London, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Flat,2.0,2.0,788 sq ft,0.4,3
"Radnor Terrace, W14",W14,3012,3475,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Beatrix House, London, SW5",SW5,3029,3500,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Brompton Road, London, SW3",SW3,3033,3500,Long term,Furnished,Ask agent,Penthouse,,1.0,Ask agent,0.5,3
"Courtfield Road, South Kensington, SW7",SW7,3033,3450,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Old Brompton Road, South Kensington, London, SW7",SW7,3033,3500,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
"Warwick Gardens, Kensington, London, W14",W14,3033,3500,Long term,Unfurnished,Ask agent,Apartment,2.0,1.0,652 sq ft,0.4,3
"Courtfield Road, South Kensington, London, SW7",SW7,3033,3500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Brechin Place, South Kensington, London, SW7",SW7,3034,700,Short term,Ask agent,Ask agent,Flat,1.0,2.0,667 sq ft,0.4,3
"Warwick Gardens, Kensington, London, W14",W14,3034,3500,Long term,Furnished,Ask agent,Flat,2.0,1.0,604 sq ft,0.4,3
"Bute Street, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2.0,1.0,806 sq ft,0.4,3
"Grenville Place, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2.0,1.0,593 sq ft,0.4,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,3034,700,Short term,Ask agent,Ask agent,Studio,,1.0,371 sq ft,0.3,3
"Queens Gate, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2.0,2.0,518 sq ft,0.5,3
"Rutland Gate, Knightsbridge, London, SW7",SW7,3034,3500,Long term,Part furnished,Ask agent,Flat,2.0,1.0,660 sq ft,0.5,3
"Grenville Place, SW7",SW7,3077,0,Long term,Part furnished,Ask agent,Flat,2.0,1.0,667 sq ft,0.4,3
"Cluny Mews, Earls Court, SW5",SW5,3098,0,,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Hogarth Road, London, SW5",SW5,3100,3577,,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Albert Hall Mansions, London, SW7",SW7,3100,3100,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.6,3
"Cromwell Road, South Kensington, London, SW7",SW7,3142,3625,Long term,Furnished,Ask agent,Flat,2.0,2.0,765 sq ft,0.3,3
"Collingham Road, London, SW5",SW5,3142,0,,Furnished,Ask agent,Flat,1.0,1.0,646 sq ft,0.4,3
"Queen's Gate, London, SW7",SW7,3150,3635,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,Ask agent,0.5,3
"Earls Court Gardens, London, SW5",SW5,3181,3670,Long term,Furnished,Ask agent,Town House,2.0,1.0,Ask agent,0.3,3
"Penywern Road, 
Earls Court, SW5",SW5,3200,3692,Long term,Furnished,Ask agent,Flat,2.0,2.0,657 sq ft,0.3,3
"Bridgeman House, 1 Radnor Terrace, London, W14",W14,3207,0,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,3228,0,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.4,3
"Trebovir Road, Earls Court, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,1.0,935 sq ft,0.3,3
"Cornwall Gardens, South Kensington, London, SW7",SW7,3250,3750,Long term,Part furnished,Ask agent,Flat,2.0,1.0,753 sq ft,0.4,3
"Old Brompton Road, Earls Court, London, SW5",SW5,3250,750,Short term,Ask agent,Ask agent,Studio,,1.0,295 sq ft,0.3,3
"Elvaston Place, South Kensington, London, SW7",SW7,3250,3750,Long term,Part furnished,Ask agent,Flat,2.0,1.0,786 sq ft,0.4,3
"Rosary Gardens, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,1.0,962 sq ft,0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,2.0,652 sq ft,0.4,3
"Trebovir Road, 
Earls Court, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,2.0,802 sq ft,0.3,3
"Holland Park, London, Royal Borough of Kensington and Chelsea, W11",W11,3250,0,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,683 sq ft,0.4,3
"Coleherne Road, London, UK, London, SW10",SW10,3250,3750,Long term,Furnished,Ask agent,Studio,,1.0,603 sq ft,0.3,3
"Longridge Road, Earls Court, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,1.0,751 sq ft,0.3,3
"Beatrix House, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Elvaston Place, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Rutland Street, London, SW7",SW7,3250,3500,Long term,Furnished,Ask agent,Terraced,1.0,2.0,Ask agent,0.5,3
"Rosary Gardens, Chelsea, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2.0,1.0,575 sq ft,0.4,3
"Warwick Road, West Kensington, W14",W14,3250,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,776 sq ft,0.4,3
"Southwell Gardens, South Kensington, London, SW7",SW7,3445,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Courtfield Gardens, London, SW5",SW5,3250,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3
"Collingham Place, London, SW5",SW5,3250,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.3,3
"Rosary Gardens, South Kensington, SW7",SW7,3250,3250,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Longridge Road, Earl's Court, SW5",SW5,3272,1510,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Kensington, London, W14",W14,3300,3300,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Kensington High Street, Kensington, London, W14",W14,3315,3825,Long term,Part furnished,Ask agent,Flat,1.0,1.0,508 sq ft,0.6,3
"Warren House, Beckford Close, Kensington, W14",W14,3358,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Shaftesbury Place, 
135 Warwick Road, W14",W14,3358,3875,Long term,Furnished,Ask agent,Flat,2.0,1.0,959 sq ft,0.4,3
"St Mary Abbots Court, 
Warwick Gardens, W14",W14,3358,3875,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,917 sq ft,0.4,3
"Holland Road, High Street Kensington, London, W14",W14,3445,795,Short term,Ask agent,Ask agent,Flat,1.0,1.0,422 sq ft,0.4,3
"Courtfield Road, South Kens, SW7",SW7,3445,0,Long term,Furnished,Ask agent,Flat,1.0,2.0,Ask agent,0.3,3
"Earls Court Square, Earls Court, London, SW5",SW5,3445,3975,Long term,Furnished,Ask agent,Flat,2.0,1.0,816 sq ft,0.3,3
"Earls Court Square, 
Earls Court, SW5",SW5,3445,3975,Long term,Furnished,Ask agent,Flat,2.0,1.0,817 sq ft,0.3,3
"Holland Park Gardens, London, W14",W14,3445,0,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Kensington High Street, London, W14",W14,3445,0,Long term,Furnished,Ask agent,Flat,1.0,2.0,625 sq ft,0.4,3
"Southwell Gardens, South Kensington, London, SW7",SW7,3445,3975,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Holland Park Gardens, Holland Park, London, W14",W14,3445,3975,Long term,Furnished,Ask agent,Flat,2.0,2.0,950 sq ft,0.4,3
"Rosary Gardens, London, SW7",SW7,3450,3981,Long term,Furnished,Ask agent,Flat,2.0,1.0,Ask agent,0.3,3
"Warwick Gardens, Kensington, W14",W14,3467,0,Short term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Kempsford Gardens, Earls Court, London, SW5",SW5,3467,800,Short term,Ask agent,Ask agent,Flat,1.0,1.0,437 sq ft,0.3,3
"Warwick Gardens, W14",W14,3467,0,Short term,Furnished,Ask agent,Flat,1.0,2.0,Ask agent,0.4,3
"Ennismore Gardens, South Kensington, SW7",SW7,3467,4000,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,892 sq ft,0.5,3
"Queen's Gate, London, SW7",SW7,3467,4000,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Durrels House, High Street Kensington, London, W14",W14,3467,800,Short term,Ask agent,Ask agent,Flat,1.0,2.0,919 sq ft,0.4,3
"Durrels House, Warwick Gardens, W14",W14,3467,0,Short term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.4,3
"Queen's Gate Place, South Kensington, SW7",SW7,3467,4000,Long term,Furnished,Ask agent,Apartment,2.0,2.0,907 sq ft,0.4,3
"Queen's Gate Mews, London, SW7",SW7,3467,4000,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Cromwell Road, London, SW7",SW7,3497,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,870 sq ft,0.3,3
"Kensington Mansions, Trebovir Road, London, SW5",SW5,3497,0,Long term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.3,3
"Holland Park, London, Royal Borough of Kensington and Chelsea, W11",W11,3497,0,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,683 sq ft,0.4,3
"Old Manor Yard, Earls Court, London, SW5",SW5,3497,4035,Long term,Unfurnished,Ask agent,Terraced,2.0,2.0,Ask agent,0.3,3
"3 Cluny Mews, London, SW5",SW5,3500,0,,Furnished,Ask agent,Flat,1.0,,668 sq ft,0.3,3
"Cromwell Road, London, SW7",SW7,3500,500,Short term,Furnished,Ask agent,Flat,1.0,1.0,441 sq ft,0.3,3
"Cromwell Road, South Kensington, London, SW7",SW7,3500,4039,Long term,Furnished,Ask agent,Flat,1.0,1.0,770 sq ft,0.3,3
"Sherrin House, London, W14",W14,3500,0,Long term,Ask agent,Ask agent,Flat,1.0,1.0,624 sq ft,0.4,3
"Ashburn Gardens, 
South Kensington, SW7",SW7,3500,4038,Long term,Furnished,Ask agent,Flat,2.0,2.0,643 sq ft,0.3,3
"Stanhope Gardens, 
South Kensington, SW7",SW7,3500,4038,Long term,Unfurnished,Ask agent,Flat,1.0,1.0,"1,029 sq ft",0.3,3
"Gledhow Gardens, 
South Kensington, SW5",SW5,6175,8550,Long term,Part furnished,Ask agent,Flat,3.0,2.0,"1,785 sq ft",0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,3532,4075,Long term,Furnished,Ask agent,Flat,2.0,2.0,965 sq ft,0.4,3
"Old Brompton Road, 
Earls Court, SW5",SW5,3575,4125,Long term,Part furnished,Ask agent,Flat,2.0,2.0,975 sq ft,0.3,3
"Longridge Road, 
Earls Court, SW5",SW5,3575,1650,Short term,Furnished,Ask agent,Flat,1.0,1.0,691 sq ft,0.4,3
"Sherrin House, Royal Warwick Sq, W14",W14,3600,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Kensington Mansions, London, SW5",SW5,3600,3600,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Holland Road, Kensington, London, W14",W14,3600,4154,Long term,Furnished,Ask agent,Flat,2.0,1.0,708 sq ft,0.4,3
"Cromwell Road, London, SW7",SW7,3662,4225,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Emperors Gate, London, SW7",SW7,3662,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Trebovir Road, London, SW5",SW5,3679,3683,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Langham Mansions, Earl's Court Square, London, SW5",SW5,3683,4250,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Rutland Gate, Knightsbridge, London, SW7",SW7,3683,4250,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.5,3
"Point West, 
116 Cromwell Road, SW7",SW7,3683,4250,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Cromwell Road, London, SW7",SW7,3683,4250,Long term,Ask agent,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Langham Mansions, Earl's Court Square, London, SW5",SW5,3683,4250,Long term,Part furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Cornwall Gardens, South Kensington, SW7",SW7,3683,4250,Long term,Furnished,Ask agent,Apartment,2.0,1.0,731 sq ft,0.3,3
"Warren House, Kensington, W14",W14,3683,4250,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Old Brompton Road, South Kensington , London, Royal Borough of Kensington and Chelsea, SW7",SW7,3683,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,868 sq ft,0.4,3
"Trebovir Road, London, SW5",SW5,3683,500,Short term,Furnished,Ask agent,Flat,1.0,1.0,409 sq ft,0.3,3
"2 Penywern Road, Earls Court, SW5",SW5,3683,4250,,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Radnor Terrace, Earls Court, London, W14",W14,3684,4250,Long term,Furnished,Ask agent,Flat,1.0,1.0,673 sq ft,0.3,3
"Brompton Road, London, SW3",SW3,7800,10800,Long term,Furnished,Ask agent,Penthouse,2.0,2.0,Ask agent,0.5,3
"Old Brompton Road, South Kensington, London, SW7",SW7,3684,4250,Long term,Unfurnished,Ask agent,Maisonette,2.0,1.0,888 sq ft,0.4,3
"Collingham Gardens, South Kensington, London, SW5",SW5,3684,4250,Long term,Furnished,Ask agent,Flat,3.0,2.0,849 sq ft,0.3,3
"Beckford Close, Kensington, London, W14",W14,3684,4250,Long term,Furnished,Ask agent,Flat,2.0,2.0,"1,004 sq ft",0.4,3
"Barkston Gardens, South Kensington, London, SW5",SW5,3684,4250,Long term,Furnished,Ask agent,Flat,2.0,2.0,857 sq ft,0.3,3
"Warwick Road, Kensington, London, W14",W14,3684,4250,Long term,Unfurnished,Ask agent,Flat,2.0,1.0,962 sq ft,0.4,3
"Old Brompton Road (2), South Kensington, London, SW5",SW5,3696,4615,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Old Brompton Road (1), South Kensington, London, SW5",SW5,3696,4615,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,3727,4300,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.3,3
"Warwick Lane, 
Kensington, W14",W14,3770,4350,Long term,Furnished,Ask agent,Flat,1.0,1.0,618 sq ft,0.4,3
"Cornwall Gardens, South Kensington, London, SW7",SW7,3792,4375,Long term,Furnished,Ask agent,Flat,3.0,2.0,781 sq ft,0.4,3
"Kendrick Mews, South Kensington, London, SW7",SW7,3792,875,Short term,Ask agent,Ask agent,Flat,1.0,1.0,503 sq ft,0.4,3
"Kenway Road, London, SW5",SW5,3792,0,,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.4,3
"Lexham Gardens, London, W8 6",W86,3792,4375,Long term,Ask agent,Ask agent,Apartment,2.0,1.0,588 sq ft,0.4,3
"Holland Road, 
Kensington, W14",W14,3848,4440,Long term,Furnished,Ask agent,Flat,2.0,1.0,700 sq ft,0.4,3
"Abbotsbury Close, London, W14",W14,3878,0,Long term,Ask agent,Ask agent,Terraced,2.0,1.0,Ask agent,0.4,3
"Grenville Place, South Kensington, London, SW7",SW7,3879,4475,Long term,Furnished,Ask agent,Flat,2.0,1.0,782 sq ft,0.4,3
"Elvaston Place, South Kensington, London, SW7",SW7,3900,4500,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,985 sq ft,0.4,3
"Queens Gate Terrace, South Kensington , London, Royal Borough of Kensington and Chelsea, SW7",SW7,3900,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1.0,1.0,954 sq ft,0.4,3
"Old Brompton Road, South Kensington, London, SW5",SW5,3900,4500,Long term,Furnished,Ask agent,Flat,3.0,1.0,804 sq ft,0.3,3
"Queens Gate Terrace, 
South Kensington, SW7",SW7,3900,4500,Long term,Furnished,Ask agent,Flat,1.0,1.0,954 sq ft,0.4,3
"Park Close, Ilchester Place, Kensington, W14",W14,3900,0,Long term,Furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.5,3
"Cromwell Road, Kensington, London, SW5",SW5,3900,4500,Long term,Furnished,Ask agent,Flat,2.0,1.0,700 sq ft,0.3,3
"Queens Gate, SW7",SW7,3900,0,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.5,3
"Holland Park, Holland Park, London, W11",W11,3900,4500,Long term,Part furnished,Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Elvaston Place, Knightsbridge, London, SW7",SW7,3900,4500,Long term,Furnished,Ask agent,Flat,3.0,2.0,"1,078 sq ft",0.4,3
"Queens Gate Place, South Kensington, London, SW7",SW7,3900,4500,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Grenville Place, South Kensington, London, SW7",SW7,3900,900,Short term,Ask agent,Ask agent,Flat,1.0,1.0,802 sq ft,0.4,3
"Redcliffe Gardens, Chelsea, London, SW10",SW10,3900,900,Short term,Ask agent,Ask agent,Flat,1.0,1.0,848 sq ft,0.3,3
"Collingham Place, South Kensington, London, SW5",SW5,3900,900,Short term,Ask agent,Ask agent,Flat,2.0,1.0,730 sq ft,0.3,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,3943,0,,Furnished,Ask agent,Studio,,1.0,Ask agent,0.3,3
"ROLAND HOUSE, ROLAND GARDENS, London, SW7",SW7,3943,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,420 sq ft,0.4,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,3944,4550,Long term,Furnished,Ask agent,Studio,,1.0,469 sq ft,0.3,3
"Eardley Crescent, Earls Court, London, SW5",SW5,3995,4614,Short term,Furnished,Ask agent,Apartment,3.0,2.0,Ask agent,0.3,3
"Wolfe House, Kensington, W14",W14,4000,4615,Long term,Furnished,Ask agent,Apartment,2.0,2.0,73 sq ft,0.4,3
"Sherrin House, Warwick Lane, W14",W14,4000,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.4,3
"Courtfield Gardens, South Kensington, SW5",SW5,4000,4615,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,2.0,"1,013 sq ft",0.3,3
"Shaftesbury Place, 
135 Warwick Road, W14",W14,4000,0,Short term,Furnished,Ask agent,Flat,2.0,1.0,959 sq ft,0.4,3
"Manson Place, South Kensington, SW7",SW7,4008,4625,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Coe House, 2-4 Warwick Lane, Kensington, W14",W14,4008,4625,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1.0,1.0,677 sq ft,0.4,3
"Manson Place, London, SW7",SW7,4025,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,4047,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Stanhope Gardens, London, SW7",SW7,4047,0,Long term,Ask agent,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,4048,4670,Long term,Furnished,Ask agent,Flat,1.0,1.0,448 sq ft,0.3,3
"116 Cromwell Road, Kensington, London, SW7",SW7,4052,4675,,Furnished,Ask agent,Apartment,2.0,2.0,Ask agent,0.3,3
"Harrington Gardens, South Kensington, London, SW7",SW7,4095,4725,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Harrington Gardens, 
South Kensington, SW7",SW7,4095,0,Long term,Furnished,Ask agent,Terraced,1.0,,Ask agent,0.3,3
"Harrington Gardens, South Kensington, SW7",SW7,4095,4095,Short term,Furnished,Ask agent,Apartment,1.0,1.0,323 sq ft,0.3,3
"Harrington Gardens, South Kensington, SW7",SW7,4095,4095,Short term,Furnished,Ask agent,Apartment,1.0,1.0,258 sq ft,0.3,3
"Emperors Gate, London, SW7",SW7,4095,0,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Harrington Gardens, South Kensington, SW7",SW7,4095,4095,Short term,Furnished,Ask agent,Apartment,1.0,1.0,255 sq ft,0.3,3
"Harrington Gardens, 
South Kensington, SW7",SW7,4095,1890,Long term,Part furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3
"Ennismore Gardens, London, SW7",SW7,28167,0,Long term,Unfurnished,Ask agent,Apartment,3.0,3.0,Ask agent,0.5,3
"South Kensington, Kensington, SW7",SW7,4117,0,Long term,Furnished,Ask agent,Apartment,1.0,2.0,Ask agent,0.4,3
"St. Marys Place, London, W8",W8,4117,0,Short term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3
"Park Mansions, London, SW1X",SW1X,4117,4750,Long term,Furnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3
"Collingham Place, South Kensington, London, SW5",SW5,4117,4750,Long term,Furnished,Ask agent,Flat,3.0,3.0,"1,061 sq ft",0.4,3
"Juniper Court, Kensington, London, W8",W8,4117,0,Short term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3
"Somerset Court, 79-81 Lexham Gardens, Kensington, London, W8",W8,4117,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.4,3
"Lexham Gardens,  London, W8",W8,4117,0,Long term,Ask agent,Ask agent,Flat,2.0,1.0,Ask agent,0.4,3
